conversation_id,customer_tweet_id,customer_message,customer_message_clean,match_category,stage1_proposed_intent,training_label,label_source,llm_reasoning,created_at
25281,25281,@115821 you have NEVER let me down. The one time I need a package on time you fail me.,you have NEVER let me down. The one time I need a package on time you fail me.,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sat Nov 04 00:14:07 +0000 2017
25296,25296,3 out of 4 of my @115821 orders have not actually had two day shipping. Feeling ripped off.,3 out of 4 of my orders have not actually had two day shipping. Feeling ripped off.,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sat Nov 04 00:15:06 +0000 2017
25261,25261,@115850 I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,single_match,payment_billing,payment_billing,stage1_rule,High-confidence single rule match,Sat Nov 04 00:21:31 +0000 2017
21408,21407,@AmazonHelp I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.,I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sat Nov 04 02:50:39 +0000 2017
18705,18700,@AmazonHelp Do not make us helpless and kindly refund my amount ..,Do not make us helpless and kindly refund my amount ..,single_match,refund_return,refund_return,stage1_rule,High-confidence single rule match,Sat Nov 04 02:57:36 +0000 2017
21408,21414,"@AmazonHelp If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.","If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sat Nov 04 07:52:37 +0000 2017
36582,36592,"@AmazonHelp @115850 

R u guys crazy..

I have already done that..",R u guys crazy.. I have already done that..,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sat Nov 04 10:08:11 +0000 2017
14855,14853,@AmazonHelp no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care,no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sat Nov 04 18:41:35 +0000 2017
35197,35205,@AmazonHelp Le dossier a l'air compliqué pour un livre qui a le nom du sport en guise de titre. N'y a-t-il pas un autre moyen de contacter le service qui gère ça ? La couverture avait été ajoutée en quelques heures donc 10 jours pour changer une catégorie...,Le dossier a l'air compliqué pour un livre qui a le nom du sport en guise de titre. N'y a-t-il pas un autre moyen de contacter le service qui gère ça ? La couverture avait été ajoutée en quelques heures donc 10 jours pour changer une catégorie...,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sat Nov 11 12:54:34 +0000 2017
47874,47881,@AmazonHelp My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks,My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks,single_match,refund_return,refund_return,stage1_rule,High-confidence single rule match,Sat Nov 11 20:52:23 +0000 2017
47874,47884,@AmazonHelp Ok thank you! I just didn't want to assume.,Ok thank you! I just didn't want to assume.,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sat Nov 11 20:58:30 +0000 2017
23038,23037,@AmazonHelp I sent an email to customer service and I got no answer,I sent an email to customer service and I got no answer,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Sat Nov 25 11:48:26 +0000 2017
5315,5315,@AmazonHelp Someone keeps trying to buy playstation cards on my account.  Having a hard time getting customer service,Someone keeps trying to buy playstation cards on my account. Having a hard time getting customer service,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Sat Nov 25 14:48:43 +0000 2017
43708,43708,アマゾンプライムビデオ有能 https://t.co/QvEgdgeta0,アマゾンプライムビデオ有能,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sat Nov 25 16:29:38 +0000 2017
5331,5331,@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sat Nov 25 19:49:27 +0000 2017
5131,5131,"@115821 the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month! https://t.co/9UYVHPVWtE","the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month!",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sat Nov 25 22:53:46 +0000 2017
5315,5312,"@AmazonHelp Still not working.  They sent me a link to reset the password, try and sign in with new password and still locked out.","Still not working. They sent me a link to reset the password, try and sign in with new password and still locked out.",single_match,account_access,account_access,stage1_rule,High-confidence single rule match,Sat Nov 25 23:42:41 +0000 2017
5302,5302,"砂来のウィッグ コロネロの使える思ってのんびりしてたら、家が引越し荷物だらけで探せなかったんは焦ったわぁ
(Amazonで頼んで昨日届いたありがとうprime)",砂来のウィッグ コロネロの使える思ってのんびりしてたら、家が引越し荷物だらけで探せなかったんは焦ったわぁ (Amazonで頼んで昨日届いたありがとうprime),zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sat Nov 25 23:47:19 +0000 2017
5125,5124,Amazon delivery guy refused to give the police his ID and suddenly started sounding like an attorney. Good grief,Amazon delivery guy refused to give the police his ID and suddenly started sounding like an attorney. Good grief,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sat Nov 25 23:50:03 +0000 2017
5304,5304,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.
@115833 #echo #alexa","I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife. #echo #alexa",single_match,device_digital_content,device_digital_content,stage1_rule,High-confidence single rule match,Sat Nov 25 23:59:44 +0000 2017
16796,16796,"@115850 406-5758893-2189165 faulty pc. the pc. returned but no refund recd. till now, got mail refund will be made in 5 days, bt not done. https://t.co/1jCDRlwfIZ","406-5758893-2189165 faulty pc. the pc. returned but no refund recd. till now, got mail refund will be made in 5 days, bt not done.",multi_match,refund_return,refund_return,llm_gemini,The customer is complaining that they have returned a faulty product but have not received their promised refund.,Sat Oct 14 07:40:32 +0000 2017
16796,16794,"@AmazonHelp form has been filled awaiting for a solution n refund. I have already invested my energy in explaining before, kindly treat it urgent.","form has been filled awaiting for a solution n refund. I have already invested my energy in explaining before, kindly treat it urgent.",single_match,refund_return,refund_return,stage1_rule,High-confidence single rule match,Sat Oct 14 10:32:22 +0000 2017
62170,62170,@115825 Ab wann ist denn Folge 5 der sechsten Staffel von @42143 bei euch verfügbar? :),Ab wann ist denn Folge 5 der sechsten Staffel von bei euch verfügbar? :),zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sat Oct 28 13:33:07 +0000 2017
73414,73407,@AmazonHelp Pues no tengo claro dónde conseguir esa información.,Pues no tengo claro dónde conseguir esa información.,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Dec 03 09:39:29 +0000 2017
65655,65655,@115851 @3974 IN hello jeffBezos  can you help me with the patethic service of amzon india .wrong products sent and return pick not done https://t.co/PzEz6qdkvd,IN hello jeffBezos can you help me with the patethic service of amzon india .wrong products sent and return pick not done,single_match,item_quality_issue,item_quality_issue,stage1_rule,High-confidence single rule match,Sun Jun 25 16:06:52 +0000 2017
18206,18190,"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.","Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Nov 05 03:55:02 +0000 2017
18206,18195,"@AmazonHelp @115850 @120040 I have mailed 3-4 times after that but i am still getting the same standard email, exact same mail","I have mailed 3-4 times after that but i am still getting the same standard email, exact same mail",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Nov 05 13:03:17 +0000 2017
18206,18198,@AmazonHelp On 1st Nov your team agreed in mail for cashback of INR1500 and now someone else from your team is saying max INR450. This Is cheating.,On 1st Nov your team agreed in mail for cashback of INR1500 and now someone else from your team is saying max INR450. This Is cheating.,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Nov 05 13:32:25 +0000 2017
25013,25016,@AmazonHelp  can anybody is there for help me I had called amazon 20 times but I don't know where is my product.. Will I get this or not,can anybody is there for help me I had called amazon 20 times but I don't know where is my product.. Will I get this or not,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sun Nov 05 13:37:05 +0000 2017
6966,6958,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.","Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Nov 19 04:03:20 +0000 2017
6966,6957,@AmazonHelp Please call me,Please call me,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Sun Nov 19 17:54:45 +0000 2017
6966,6960,@AmazonHelp Or you can provide me with a direct dial number and I’ll call it now,Or you can provide me with a direct dial number and I’ll call it now,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Nov 19 18:10:42 +0000 2017
5296,5296,Jamas volvere a comprar en @116875 :'v,Jamas volvere a comprar en :'v,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Nov 26 00:06:54 +0000 2017
5300,5300,Just had my first @115821 Prime Now delivery. 2 hours flat 👏👏,Just had my first Prime Now delivery. 2 hours flat 👏👏,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sun Nov 26 00:07:57 +0000 2017
62303,62303,My @115821 packages have been “out for delivery” since 11am. Means I’m probably not going to get it today...,My packages have been “out for delivery” since 11am. Means I’m probably not going to get it today...,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sun Nov 26 00:08:06 +0000 2017
5296,5293,@AmazonHelp Solicitud (foto del estado de cuenta),Solicitud (foto del estado de cuenta),zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Nov 26 00:12:58 +0000 2017
5291,5291,@115850 का एकाउंट परमानेंटली डिलीट कैसे करते है?,का एकाउंट परमानेंटली डिलीट कैसे करते है?,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Sun Nov 26 00:13:20 +0000 2017
5149,5149,@AmazonHelp Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message https://t.co/o6zINm6HBC,Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message,single_match,device_digital_content,device_digital_content,stage1_rule,High-confidence single rule match,Sun Nov 26 00:13:22 +0000 2017
5282,5282,Okay amazon lost my package gr8,Okay amazon lost my package gr8,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sun Nov 26 00:15:17 +0000 2017
5134,5134,@115821 still don't know if my order has shipped or not.. BUT at least I'm a good person! https://t.co/hzYEL3qL7r,still don't know if my order has shipped or not.. BUT at least I'm a good person!,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sun Nov 26 00:17:05 +0000 2017
5131,5128,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sun Nov 26 00:17:31 +0000 2017
4954,4954,"Got 2 packages delivered today from @115821 via their AMZL service. One package gets dumped at Leasing Office, which is not the address on package &amp; 1 package gets delivered to address on package, which is my apartment. 2 drivers, different results. I was home all day.","Got 2 packages delivered today from via their AMZL service. One package gets dumped at Leasing Office, which is not the address on package &amp; 1 package gets delivered to address on package, which is my apartment. 2 drivers, different results. I was home all day.",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sun Nov 26 00:17:44 +0000 2017
5139,5139,Just ordered @115877. Let’s see what gets here first. My package from @115821 which has been “On It’s Way” since 1:22am or the food. #TheRaceIsOn,Just ordered . Let’s see what gets here first. My package from which has been “On It’s Way” since 1:22am or the food. #TheRaceIsOn,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Sun Nov 26 00:19:39 +0000 2017
5119,5117,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?","I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?",single_match,refund_return,refund_return,stage1_rule,High-confidence single rule match,Sun Nov 26 00:21:42 +0000 2017
43742,43737,@AmazonHelp I already did but no response,I already did but no response,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Sun Nov 26 00:22:32 +0000 2017
5134,5133,"@AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help.","No, I can't check. It shows nothing. And customer service rep was NO help.",single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Sun Nov 26 00:26:52 +0000 2017
