conversation_id,customer_tweet_id,customer_message,customer_message_clean,brand_reply_id,brand_reply,created_at,customer_id,brand,n_brand_replies_to_message,is_duplicate_text,proposed_intent,matched_rules,match_count,match_category,training_label,matched_rules_str
25293,25291,@AmazonHelp  https://t.co/1dmMd2wSOv,,25290,@121470 It appears the item is set to arrive today. Keep in mind we deliver up until 21:00. Let us know if it doesn't arrive! ^CN,Fri Nov 03 23:20:22 +0000 2017,121470,AmazonHelp,1,True,other,[],0,zero_match,other,
25283,25283,@115821 why won't my card work? I have money in the bank,why won't my card work? I have money in the bank,25282,@121468 I'm sorry for the trouble! Please try the troubleshooting tips outlined here: https://t.co/mQwbihhYVK ^JP,Fri Nov 03 23:53:07 +0000 2017,121468,AmazonHelp,1,False,other,[],0,zero_match,other,
25309,25308,@115766 @115821 You gave me $5 and made me call USPS. 👎,You gave me $5 and made me call USPS. 👎,25307,"@121473 I'm sorry, Natalie! Did we give you any options as far as refunding or replacing the item? ^CN",Fri Nov 03 23:58:17 +0000 2017,121473,AmazonHelp,1,False,other,[],0,zero_match,other,
36582,36601,"@AmazonHelp @115850

You guys have pathetic after sales service..

No doubt about it",You guys have pathetic after sales service.. No doubt about it,36604,@123971 I'm sorry the issue hasn't been resolved yet. I'd like to look into the issue and resolve it on priority. Please share your details here: https://t.co/XwyFJHn8N4 and I'll get back to you. ^SF,Fri Nov 10 04:57:18 +0000 2017,123971,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
47942,47944,@AmazonHelp Contacted my bank and they were unable to track the refund using the refund reference code given by Amazon.,Contacted my bank and they were unable to track the refund using the refund reference code given by Amazon.,47945,@126321 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,Fri Nov 17 10:06:00 +0000 2017,126321,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
69750,69750,J’espère que les #cm après le #blackfriday ont le droit à un week-end tout frais payés au Bahamas. Bon courage à vous si vous me lisez💪.  @7665 @131800 @120533 et tous les autres 🙂 https://t.co/peSQKdaSRA,J’espère que les #cm après le #blackfriday ont le droit à un week-end tout frais payés au Bahamas. Bon courage à vous si vous me lisez💪. et tous les autres 🙂,69749,"@131799 Nous vous avons lu et avons envoyé la suggestion à notre Boss 😁 Si c'est accepté, vous venez avec nous? 😜 
PS: nous sommes déjà super EXCITED 🌞🏝️ https://t.co/y5UPVNVDFj",Fri Nov 24 00:42:41 +0000 2017,131799,AmazonHelp,1,False,other,[],0,zero_match,other,
69750,69742,"@AmazonHelp C’est pas faux, on a pas l’habitude au soleil dans notre département , la pluie et notre seul alliés lol vous pensez à tout 😋 indice 50+ https://t.co/ZbtiQlyR8L","C’est pas faux, on a pas l’habitude au soleil dans notre département , la pluie et notre seul alliés lol vous pensez à tout 😋 indice 50+",69741,"@131799 Alors, qu’est-ce qu’on fait maintenant ? On dépose nos demandes de congé 😜?",Fri Nov 24 09:15:12 +0000 2017,131799,AmazonHelp,1,False,other,[],0,zero_match,other,
69750,69736,"@AmazonHelp Si il y a de la place, je les prends 😊 oui bien sûr ce sont mes petites et pas de soucis","Si il y a de la place, je les prends 😊 oui bien sûr ce sont mes petites et pas de soucis",69734,"@131799 Et si vous remplissiez la carte d'embarquement suivante : https://t.co/HtUowg2UGX
😉 https://t.co/klfp5t9VIo",Fri Nov 24 11:10:32 +0000 2017,131799,AmazonHelp,1,False,other,[],0,zero_match,other,
17263,17263,"@115850 last time i seek assistance n the same issue prevail today. whn you cnt gv service thn say no, why giving headache 2 customers?","last time i seek assistance n the same issue prevail today. whn you cnt gv service thn say no, why giving headache 2 customers?",17261,"@119798 Apologies. Kindly let us know, where did we go wrong. We would like to make things right for you. ^CB",Fri Oct 20 11:06:53 +0000 2017,119798,AmazonHelp,1,False,other,[],0,zero_match,other,
17263,17258,@AmazonHelp whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave,whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave,17257,"@119798 I get you're upset. However, we'd like to get this sorted out, please share the details and we'll reach out to you. ^MS",Fri Oct 20 11:46:06 +0000 2017,119798,AmazonHelp,1,False,other,[],0,zero_match,other,
19209,19209,"@115850  ordered #Redmi4 OrderId 407-0938237-9516324.. not yet delivrd
pathetic service from #Amazon",ordered #Redmi4 OrderId 407-0938237-9516324.. not yet delivrd pathetic service from #Amazon,19208,@120264 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. 1/2 ^AB,Fri Oct 27 05:15:35 +0000 2017,120264,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
9807,9807,"@115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9",", #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace",9806,@117791 Sorry for the trouble with the order. We've emailed you here: https://t.co/DhLEO2IzjY Kindly check and respond. Please 1/2,Fri Oct 27 05:26:32 +0000 2017,117791,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
24986,24979,"@AmazonHelp receiving same mails 4m u no resolution yet. I CANNOT trust a company that gives me unboxed product, I will NOT opt for replacement...","receiving same mails 4m u no resolution yet. I CANNOT trust a company that gives me unboxed product, I will NOT opt for replacement...",24978,"@121404 I understand the gravity of the situation. As per the policy, we can offer only replacement (1/3)^HR",Fri Oct 27 06:15:24 +0000 2017,121404,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
19209,19205,@AmazonHelp pl do...i am already fed up with the service...considering returning the order.,pl do...i am already fed up with the service...considering returning the order.,19204,@120264 I can understand it would be worrisome. Please be assured we'll contact you at the earliest. ^SC,Fri Oct 27 06:46:19 +0000 2017,120264,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
65655,65649,@AmazonHelp @131027 I called amzoncall center there staff are misbehaving and cutting the call.please let me know i will get my money or not .@115851,I called amzoncall center there staff are misbehaving and cutting the call.please let me know i will get my money or not .,65648,@131026 Could you please fill in your details again in the link sent by my colleague 'SP' here: https://t.co/zwyh591SYI ? (2/2)^KH,Mon Jun 26 07:25:54 +0000 2017,131026,AmazonHelp,1,False,other,[],0,zero_match,other,
65655,65625,@AmazonHelp @115851 je@amzon CEO i read out your mail .no timeline given when pick up will be done and when amount will returened,je CEO i read out your mail .no timeline given when pick up will be done and when amount will returened,65623,@131026 Hi! Kindly revert to the email that we've sent. We'll update you. ^SG,Mon Jun 26 10:59:26 +0000 2017,131026,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
65655,65626,@AmazonHelp @131027 @115851 je @3644 please help these customers support is not helping and giving false response https://t.co/QP43u5oq8o,je please help these customers support is not helping and giving false response,65627,"@131026 Hey Mihu, we have responded to you via email and working on it. Appreciate your understanding. ^RW",Mon Jun 26 12:07:45 +0000 2017,131026,AmazonHelp,1,False,other,[],0,zero_match,other,
56830,56835,@AmazonHelp 4 days since form filled! no updates since then. Shows how much you guys are concerned! Y waste our time by filling dse forms then?,4 days since form filled! no updates since then. Shows how much you guys are concerned! Y waste our time by filling dse forms then?,56836,"@128875 If you've shared your details, you should've received a correspondence from us. Kindly check here: https://t.co/8DAc10S7ww ^AK",Mon Nov 06 06:43:59 +0000 2017,128875,AmazonHelp,1,False,other,[],0,zero_match,other,
56830,56837,@AmazonHelp Only received a scripted copy&gt;pasted reply on this. 5 days ago. No actions or updates since then.,Only received a scripted copy&gt;pasted reply on this. 5 days ago. No actions or updates since then.,56838,@128875 Please reply to the email for further insight on it. We cannot your order/account on social platform. ^RW,Mon Nov 06 07:14:30 +0000 2017,128875,AmazonHelp,1,False,other,[],0,zero_match,other,
46489,46488,@AmazonHelp No not @ all! I was hung up on x2 by CS &amp; was not told why/how they tried 2 deliver. Bad service &amp; Amazon basically washed there hands of me,No not @ all! I was hung up on x2 by CS &amp; was not told why/how they tried 2 deliver. Bad service &amp; Amazon basically washed there hands of me,46490,@126320 Were you able to eventually receive your order? Did you provide feedback on the survey received after your phone call w/us? ^AN,Mon Nov 06 22:36:00 +0000 2017,126320,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
23038,23040,@AmazonHelp Nothing in spam inbox. Got no answer. It’s a waste of time. Very disappointing,Nothing in spam inbox. Got no answer. It’s a waste of time. Very disappointing,23041,@121014 Can you please reach out by phone/chat on the link in the previous message. ^RS,Mon Nov 27 10:59:10 +0000 2017,121014,AmazonHelp,1,False,other,[],0,zero_match,other,
16796,16790,"@AmazonHelp Last mail rec'd on 09.10.2017 stating refund will be in my account by 14.10.2017
Bt same not rec'd.",Last mail rec'd on 09.10.2017 stating refund will be in my account by 14.10.2017 Bt same not rec'd.,16789,@119700 That's strange. Kindly write back to the email received and we'll check this out for you. ^VM,Mon Oct 16 04:34:47 +0000 2017,119700,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
24986,24986,@AmazonHelp order 406-5346056-8286767 I want a refund for the product. https://t.co/CKTsoBPMgb,order 406-5346056-8286767 I want a refund for the product.,24984,@121404 Sincere apologies for the mess. Please fill this form: https://t.co/beaaDm0muc so we could get this sorted soon. 1/2 ^RS,Mon Oct 23 11:03:26 +0000 2017,121404,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
11590,11590,@115851 my Amazonid is __email__ is blocked since 3months please unblock it.,my Amazonid is __email__ is blocked since 3months please unblock it.,11589,"@118231 Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW",Mon Oct 30 03:30:32 +0000 2017,118231,AmazonHelp,1,False,other,[],0,zero_match,other,
26979,26979,@115850 pathetic service amazon India. Made a mistake by selecting amazon.,pathetic service amazon India. Made a mistake by selecting amazon.,26978,@121902 That's quite a comment. Looks like you had an unpleasant experience with us. (1/2) ^VM,Mon Oct 30 03:41:49 +0000 2017,121902,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
15700,15700,Hey @115850 @AmazonHelp I need an update on my refund! Can you help?,Hey I need an update on my refund! Can you help?,15699,@119452 You may track your refunds using the link: https://t.co/LjYILTJREp. Please keep us posted. ^GS,Mon Oct 30 05:51:24 +0000 2017,119452,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
26979,26975,@AmazonHelp can someone from your team call me.,can someone from your team call me.,26973,@121902 You may reach out to our support team via phone/chat/email here: https://t.co/2t6DQoUmNZ. ^MM,Mon Oct 30 05:51:56 +0000 2017,121902,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
26979,26971,@AmazonHelp tried but it's not happening. This is what is service level. When someone asking for call back you guys showing different way,tried but it's not happening. This is what is service level. When someone asking for call back you guys showing different way,26968,@121902 Could you please let us know what went wrong while trying to reach us? (2/2)^HR,Mon Oct 30 05:58:25 +0000 2017,121902,AmazonHelp,1,False,other,[],0,zero_match,other,
15700,15698,@AmazonHelp Hi. This is where I'm stuck. When will you initiate the pick up? https://t.co/bVTocnrC1k,Hi. This is where I'm stuck. When will you initiate the pick up?,15697,@119452 Sorry for the delay in pickup. Kindly contact us here: https://t.co/rS49hgaADF and we'll get the pick up done. ^SY,Mon Oct 30 05:58:37 +0000 2017,119452,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
15692,15692,"Haven't received my refund, it's been more than a week @115850","Haven't received my refund, it's been more than a week",15691,@119451 Sorry for the delay. Have you received the refund reference number? ^NS,Mon Oct 30 09:42:21 +0000 2017,119451,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
19439,19439,@115821 Today my product delivery but delivery boy is not coming Arriving early: Dell KM117 Wireless Keyboard Mouse will be delivered by Amz,Today my product delivery but delivery boy is not coming Arriving early: Dell KM117 Wireless Keyboard Mouse will be delivered by Amz,19438,@120316 What does the latest tracking update state on your order? ^HK,Mon Oct 30 10:58:57 +0000 2017,120316,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
24999,24999,@115821 Deducting $10.99 from my credit card every month. Tried reaching you on your toll-free number but no help.,Deducting $10.99 from my credit card every month. Tried reaching you on your toll-free number but no help.,24997,@121405 I apologize for the trouble! What options were you given when you called in and spoke with us? ^NC,Mon Oct 30 13:00:53 +0000 2017,121405,AmazonHelp,1,False,payment_billing,['payment_billing'],1,single_match,payment_billing,payment_billing
34558,34552,@AmazonHelp Order is dispatched yet Prime not activated.,Order is dispatched yet Prime not activated.,34551,"@123487 Please do not worry, you would receive a confirmation mail soon on the prime activation. Appreciate your patience ^BS",Mon Oct 30 15:45:58 +0000 2017,123487,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
24999,24996,@AmazonHelp There was no way I could communicate that I never subscribed for a prime membership on your dot com website.,There was no way I could communicate that I never subscribed for a prime membership on your dot com website.,24994,@121405 Did you contact us directly via phone or chat: https://t.co/hApLpMlfHN? ^AB,Mon Oct 30 16:22:13 +0000 2017,121405,AmazonHelp,1,False,prime_membership,['prime_membership'],1,single_match,prime_membership,prime_membership
36582,36582,"@115850

When will the packet will get collected and refund sent back to account.. https://t.co/HlgruNCSDB",When will the packet will get collected and refund sent back to account..,36580,"@123971 Sorry the pick up hasn't been done. Please connect with us here: https://t.co/TK4yevTaND, we'll check it for you. ^NR",Mon Oct 30 17:39:30 +0000 2017,123971,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
69933,69895,@AmazonHelp @115850 @119625 No solution yet. Disappointed!😔😣 https://t.co/2EaOYwTQMj,No solution yet. Disappointed!😔😣,69899,@131820 We've sent a correspondence to your registered email address. Kindly check for the same. ^AP,Sat Dec 02 11:17:45 +0000 2017,131820,AmazonHelp,1,False,other,[],0,zero_match,other,
69933,69900,@AmazonHelp I haven’t got any reply yet!,I haven’t got any reply yet!,69901,@131820 Please check for a correspondence from social media team here: https://t.co/fYrzNInVt2. ^AP,Sat Dec 02 11:32:03 +0000 2017,131820,AmazonHelp,1,False,other,[],0,zero_match,other,
69933,69905,@AmazonHelp Sending in the screenshot via DM. Please check!,Sending in the screenshot via DM. Please check!,69906,"@131820 I understand that you haven't received the correspondence, please share your details here https://t.co/GIJyeYqKE0 and we would get back to you. 
Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MD",Sat Dec 02 12:44:54 +0000 2017,131820,AmazonHelp,1,False,other,[],0,zero_match,other,
41496,41496,@AmazonHelp --hi i want to lease out my place to amazon for PUDO pls suggest the concerned person,--hi i want to lease out my place to amazon for PUDO pls suggest the concerned person,41494,@125121 Hello! Kindly write to us here: https://t.co/aNk9t39CFd. ^HK,Sat Feb 04 07:23:20 +0000 2017,125121,AmazonHelp,1,False,other,[],0,zero_match,other,
25309,25306,@AmazonHelp Wasn’t even brought up. I called and used the chat. Very disappointed.,Wasn’t even brought up. I called and used the chat. Very disappointed.,25304,@121473 My team would like to look into helping with this. Please provide your info &amp; we will reach out: https://t.co/2kHRWcnKYj ^RM,Sat Nov 04 00:09:35 +0000 2017,121473,AmazonHelp,1,False,other,[],0,zero_match,other,
25281,25281,@115821 you have NEVER let me down. The one time I need a package on time you fail me.,you have NEVER let me down. The one time I need a package on time you fail me.,25280,@121467 I'm so sorry for the frustrating experience! Have you reached us directly for your options: https://t.co/hApLpMlfHN? ^DW,Sat Nov 04 00:14:07 +0000 2017,121467,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
25296,25296,3 out of 4 of my @115821 orders have not actually had two day shipping. Feeling ripped off.,3 out of 4 of my orders have not actually had two day shipping. Feeling ripped off.,25294,@121471 Oh no! Have we missed the delivery date on the confirmation email? ^BA,Sat Nov 04 00:15:06 +0000 2017,121471,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
25261,25261,@115850 I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,25260,"@121461 If you're a prime member, you will have access to prime video. Kindly download the app and login with your registered account.^SQ",Sat Nov 04 00:21:31 +0000 2017,121461,AmazonHelp,1,False,payment_billing,['payment_billing'],1,single_match,payment_billing,payment_billing
21408,21407,@AmazonHelp I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.,I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.,21409,"@120684 Sorry to know you received a damaged product, we certainly did not expect this to happen. 1/2 ^PS",Sat Nov 04 02:50:39 +0000 2017,120684,AmazonHelp,2,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
18705,18700,@AmazonHelp Do not make us helpless and kindly refund my amount ..,Do not make us helpless and kindly refund my amount ..,18701,@120173 We've already sent a correspondence to your registered email ID. Please check it and reply us with your concerns. ^SC,Sat Nov 04 02:57:36 +0000 2017,120173,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
21408,21414,"@AmazonHelp If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.","If such is the case I regret my order with Amazon. I was thinking more of a better solution such as delivering product again and then collecting the first one. Since I need the book for study, I can not waste time returning it. I can only regret about my choice about Amazon.",21415,@120684 Kindly refer: https://t.co/wM1yebus27 for more information on the return policies. (2/2)^AU,Sat Nov 04 07:52:37 +0000 2017,120684,AmazonHelp,2,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
36582,36592,"@AmazonHelp @115850 

R u guys crazy..

I have already done that..",R u guys crazy.. I have already done that..,36593,"@123971 If you've replied to the email, our team will get back to you soon. ^AG",Sat Nov 04 10:08:11 +0000 2017,123971,AmazonHelp,1,False,other,[],0,zero_match,other,
14855,14853,@AmazonHelp no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care,no body inform me. once u return that parcel. please send the tracking id or parcel details. but after 10days i call amazon custamare care,14856,"@119214 Thank you for sharing your details, Dhinesh. We'll check your concern and reach you soon. ^VG",Sat Nov 04 18:41:35 +0000 2017,119214,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
35197,35205,@AmazonHelp Le dossier a l'air compliqué pour un livre qui a le nom du sport en guise de titre. N'y a-t-il pas un autre moyen de contacter le service qui gère ça ? La couverture avait été ajoutée en quelques heures donc 10 jours pour changer une catégorie...,Le dossier a l'air compliqué pour un livre qui a le nom du sport en guise de titre. N'y a-t-il pas un autre moyen de contacter le service qui gère ça ? La couverture avait été ajoutée en quelques heures donc 10 jours pour changer une catégorie...,35207,"@123665 Vous pouvez contacter le service en question, en envoyant un e-mail au service client via le lien suivant : https://t.co/qzuu0dgDXz ^ME",Sat Nov 11 12:54:34 +0000 2017,123665,AmazonHelp,1,False,other,[],0,zero_match,other,
47874,47881,@AmazonHelp My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks,My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks,47883,"@126707 If an A-to-Z claim was granted, feel free to discard or donate the coat. What you do with it is up to you. ^ZW",Sat Nov 11 20:52:23 +0000 2017,126707,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
47874,47884,@AmazonHelp Ok thank you! I just didn't want to assume.,Ok thank you! I just didn't want to assume.,47885,@126707 You're very welcome! I hope you have a great weekend! ^BV,Sat Nov 11 20:58:30 +0000 2017,126707,AmazonHelp,1,False,other,[],0,zero_match,other,
23038,23037,@AmazonHelp I sent an email to customer service and I got no answer,I sent an email to customer service and I got no answer,23042,"@121014 Hi, have you also checked your spam and junk folders? It can sometimes happen that an email from us can go there.^BZ",Sat Nov 25 11:48:26 +0000 2017,121014,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
5315,5315,@AmazonHelp Someone keeps trying to buy playstation cards on my account.  Having a hard time getting customer service,Someone keeps trying to buy playstation cards on my account. Having a hard time getting customer service,5313,"@116932 Thanks for letting us know about this, Jon. We're here to help! We can be reached 24/7 here: https://t.co/hApLpMlfHN. Please do keep us in the loop. ^BL",Sat Nov 25 14:48:43 +0000 2017,116932,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
43708,43708,アマゾンプライムビデオ有能 https://t.co/QvEgdgeta0,アマゾンプライムビデオ有能,43707,"@125696 |ω・)
嬉しいお言葉、ありがとうございます！！
これからも有能と言われるようにがんばります d(๑¯꒳¯๑)b TY",Sat Nov 25 16:29:38 +0000 2017,125696,AmazonHelp,1,True,other,[],0,zero_match,other,
5331,5331,@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,5330,"@116936 Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised delivery dates here: https://t.co/aaDyEz1VgE? ^DW",Sat Nov 25 19:49:27 +0000 2017,116936,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
5131,5131,"@115821 the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month! https://t.co/9UYVHPVWtE","the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month!",5130,"@116914 I'm so sorry to hear your order was scanned as delivered when it wasn't. We'd like to help if we can. Just to confirm, who's the carrier shown on your order here: https://t.co/wBHsNpkyQZ? ^CC",Sat Nov 25 22:53:46 +0000 2017,116914,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
5315,5312,"@AmazonHelp Still not working.  They sent me a link to reset the password, try and sign in with new password and still locked out.","Still not working. They sent me a link to reset the password, try and sign in with new password and still locked out.",5311,@116932 Did information get sent to our Accounts Specialists to look into when you contacted in? ^DO,Sat Nov 25 23:42:41 +0000 2017,116932,AmazonHelp,1,False,account_access,['account_access'],1,single_match,account_access,account_access
